,AHS 1,AHS 2,AHS 3,ARTS 1,ARTS 2,ARTS 3,ENG 1,ENG 2,ENG 3,ENV 1,ENV 2,ENV 3,MATH 1,MATH 2,MATH 3,SCI 1,SCI 2,SCI 3
0,,,,,,,0,87,22,,,,,,,,,
1,,,,,,,64,66,19,,,,56.0,92.0,,60.0,58.0,84.0
2,25.0,64.0,11.0,25.0,31.0,0.0,60,32,42,12.0,49.0,33.0,35.0,51.0,40.0,28.0,41.0,14.0
